PrjUID,颱風,核列序號,工程代碼,機關名稱,復建工程名稱,鄉(鎮市),審議經費(千元),實際進度%,完工期限,發包日期,完工日期
Prj4937               ,97年辛樂克及薔蜜,542,C2,南投縣政府,發祥村白狗道路災修復建工程,仁愛鄉,978,100,2009.10.02,2009.03.26,2009.06.25
Prj4860               ,97年辛樂克及薔蜜,543,C2,南投縣政府,合作村平生往屯原道路0K+200處災修復建工程,仁愛鄉,1413.00,100,2009.10.02,2009.03.26,2009.05.20
Prj4864               ,97年辛樂克及薔蜜,544,C2,南投縣政府,合作村平生往屯原道路0K+350處災修復建工程,仁愛鄉,706,100,2009.10.02,2009.03.26,2009.05.20
Prj4862               ,97年辛樂克及薔蜜,545,C2,南投縣政府,合作村平生往屯原道路0K+450處災修復建工程,仁愛鄉,1285.00,100,2009.10.02,2009.03.26,2009.05.20
Prj4863               ,97年辛樂克及薔蜜,546,C2,南投縣政府,合作村平生往屯原道路0K+550處災修復建工程,仁愛鄉,772,100,2009.10.02,2009.03.26,2009.05.20
Prj4865               ,97年辛樂克及薔蜜,547,C2,南投縣政府,合作村平生往屯原道路0K+700處災修復建工程,仁愛鄉,662,100,2009.10.02,2009.03.26,2009.05.20
Prj4861               ,97年辛樂克及薔蜜,548,C2,南投縣政府,合作村平生往屯原道路3K+000處災修復建工程,仁愛鄉,1050.00,100,2009.10.02,2009.03.26,2009.05.20
Prj4890               ,97年辛樂克及薔蜜,549,C2,南投縣政府,合作村靜翠前山道路災修復建工程,仁愛鄉,2532.00,100,2009.10.02,2009.03.26,2009.07.11
Prj5056               ,97年辛樂克及薔蜜,550,C2,南投縣政府,精英村廬山溫泉橋及引道災修復建工程,仁愛鄉,36396.00,100,2009.10.02,2009.07.10,2009.12.24
Prj5137               ,97年辛樂克及薔蜜,551,C2,南投縣政府,南豐村東眼山0K+900處災修復建工程,仁愛鄉,8022.00,100,2009.10.02,2009.03.26,2009.05.28
Prj4261               ,97年辛樂克及薔蜜,001,D1,南投縣政府,廬山警光山莊擋土牆補強修繕工程,仁愛鄉,2000.00,100,2009.10.02,2009.03.26,2009.06.26
Prj4535               ,97年辛樂克及薔蜜,003,G1,南投縣政府,清水村8號路野溪災修復建工程,中寮鄉,315,100,2009.10.02,2009.04.06,2009.09.25
Prj5259               ,97年辛樂克及薔蜜,004,G1,南投縣政府,清水村大古林野溪災修復建工程,中寮鄉,652,100,2009.10.02,2009.03.26,2009.05.05
Prj5214               ,97年辛樂克及薔蜜,005,G1,南投縣政府,清水村清水湖野溪災修復建工程,中寮鄉,621,100,2009.10.02,2009.03.26,2009.04.27
Prj4534               ,97年辛樂克及薔蜜,006,G1,南投縣政府,清水村頂水堀段野溪災修復建工程,中寮鄉,451,100,2009.10.02,2009.04.06,2009.09.25
Prj4536               ,97年辛樂克及薔蜜,007,G1,南投縣政府,清水村暗坑野溪災修復建工程,中寮鄉,415,100,2009.10.02,2009.04.06,2009.09.25
Prj4537               ,97年辛樂克及薔蜜,008,G1,南投縣政府,清水村樟平溪永勝橋及上游頂水堀段野溪災修復建工程,中寮鄉,773,100,2009.10.02,2009.04.06,2009.09.25
Prj4540               ,97年辛樂克及薔蜜,009,G1,南投縣政府,永福村大公凍7-12鄰野溪支流災修復建工程,中寮鄉,186,100,2009.10.02,2009.04.14,2009.06.19
Prj4538               ,97年辛樂克及薔蜜,010,G1,南投縣政府,清水村龍鳳瀑布上游野溪災修復建工程,中寮鄉,313,100,2009.10.02,2009.04.06,2009.09.25
Prj4539               ,97年辛樂克及薔蜜,011,G1,南投縣政府,永和永芳內城野溪災修復建工程,中寮鄉,1488.00,100,2009.10.02,2009.04.06,2009.09.25
Prj5313               ,97年辛樂克及薔蜜,012,G1,南投縣政府,福盛村麻竹坑溪大豹湖支流災修復建工程,中寮鄉,4725.00,100,2009.10.02,2009.03.26,2009.07.17
Prj4541               ,97年辛樂克及薔蜜,013,G1,南投縣政府,永福村仙峰巷內湖支流野溪災修復建工程,中寮鄉,216,100,2009.10.02,2009.04.14,2009.06.19
Prj5262               ,97年辛樂克及薔蜜,014,G1,南投縣政府,福盛村粗坑溪護岸災修復建工程,中寮鄉,1873.00,100,2009.10.02,2009.03.26,2009.05.07
Prj5263               ,97年辛樂克及薔蜜,015,G1,南投縣政府,福盛村慈萱橋野溪災修復建工程,中寮鄉,2118.00,100,2009.10.02,2009.03.26,2009.05.19
Prj5264               ,97年辛樂克及薔蜜,016,G1,南投縣政府,福盛村坪林溪永樂橋上游災修復建工程,中寮鄉,8180.00,100,2009.10.02,2009.03.26,2009.06.01
Prj5216               ,97年辛樂克及薔蜜,017,G1,南投縣政府,福盛村坪林溪仙鄉橋下游災修復建工程,中寮鄉,945,100,2009.10.02,2009.03.26,2009.04.30
Prj5265               ,97年辛樂克及薔蜜,018,G1,南投縣政府,崁頂村後寮坑崩埤段野溪護岸災修復建工程,中寮鄉,2334.00,100,2009.10.02,2009.03.26,2009.05.18
Prj5266               ,97年辛樂克及薔蜜,019,G1,南投縣政府,崁頂村後寮坑野溪護岸災修復建工程,中寮鄉,557,100,2009.10.02,2009.03.26,2009.05.07
Prj5217               ,97年辛樂克及薔蜜,020,G1,南投縣政府,福盛村麻竹巷1-6號旁野溪災修復建工程,中寮鄉,1051.00,100,2009.10.02,2009.03.26,2009.05.08
Prj4542               ,97年辛樂克及薔蜜,021,G1,南投縣政府,崁頂村三井坑野溪護岸災修復建工程,中寮鄉,400,100,2009.10.02,2009.04.14,2009.06.19
Prj4547               ,97年辛樂克及薔蜜,022,G1,南投縣政府,福盛村二尖路旁野溪護岸災修復建工程,中寮鄉,393,100,2009.10.02,2009.04.13,2009.06.26
Prj4546               ,97年辛樂克及薔蜜,023,G1,南投縣政府,八仙村鹿堡橋野溪護岸災修復建工程,中寮鄉,288,100,2009.10.02,2009.04.13,2009.06.26
Prj4548               ,97年辛樂克及薔蜜,024,G1,南投縣政府,福盛村民和路野溪災修復建工程,中寮鄉,212,100,2009.10.02,2009.04.13,2009.06.26
Prj4552               ,97年辛樂克及薔蜜,025,G1,南投縣政府,廣興村牛坪橋野溪護岸災修復建工程,中寮鄉,484,100,2009.10.02,2009.04.14,2009.06.26
Prj4551               ,97年辛樂克及薔蜜,026,G1,南投縣政府,廣興村廣豐橋上游野溪災修復建工程,中寮鄉,371,100,2009.10.02,2009.04.14,2009.06.26
Prj4550               ,97年辛樂克及薔蜜,027,G1,南投縣政府,廣興村粗坑溪災修復建工程,中寮鄉,469,100,2009.10.02,2009.04.14,2009.06.26
Prj4553               ,97年辛樂克及薔蜜,028,G1,南投縣政府,廣興村梨崙溪災修復建工程,中寮鄉,298,100,2009.10.02,2009.04.14,2009.06.26
Prj4549               ,97年辛樂克及薔蜜,029,G1,南投縣政府,廣興村大茅埔野溪災修復建工程,中寮鄉,142,100,2009.10.02,2009.04.14,2009.06.26
Prj4554               ,97年辛樂克及薔蜜,030,G1,南投縣政府,復興村雙坑野溪災修復建工程,中寮鄉,271,100,2009.10.02,2009.04.06,2009.06.17
Prj4555               ,97年辛樂克及薔蜜,031,G1,南投縣政府,和興村坪林溪及義東路野溪災修復建工程,中寮鄉,369,100,2009.10.02,2009.04.06,2009.06.17
Prj5260               ,97年辛樂克及薔蜜,032,G1,南投縣政府,和興村山羊路野溪災修復建工程,中寮鄉,2600.00,100,2009.10.02,2009.03.26,2009.06.09
Prj4556               ,97年辛樂克及薔蜜,033,G1,南投縣政府,和興村坪林溪有機文化園區上游災修復建工程,中寮鄉,557,100,2009.10.02,2009.04.06,2009.06.17
Prj4557               ,97年辛樂克及薔蜜,034,G1,南投縣政府,和興村永樂路支線野溪災修復建工程,中寮鄉,371,100,2009.10.02,2009.04.06,2009.06.17
Prj5267               ,97年辛樂克及薔蜜,035,G1,南投縣政府,廣興村後寮坑溪災修復建工程,中寮鄉,2124.00,100,2009.10.02,2009.03.26,2009.05.11
Prj5258               ,97年辛樂克及薔蜜,036,G1,南投縣政府,永福村東勢閣野溪支流災修復建工程,中寮鄉,742,100,2009.10.02,2009.03.26,2009.05.06
Prj4543               ,97年辛樂克及薔蜜,037,G1,南投縣政府,永福村崩碑野溪災修復建工程,中寮鄉,266,100,2009.10.02,2009.04.14,2009.06.19
Prj5261               ,97年辛樂克及薔蜜,038,G1,南投縣政府,義和村甲頭埔野溪災修復建工程,中寮鄉,2389.00,100,2009.10.02,2009.03.26,2009.05.25
Prj4544               ,97年辛樂克及薔蜜,039,G1,南投縣政府,廣福村東勢閣野溪內城段災修復建工程,中寮鄉,284,100,2009.10.02,2009.04.14,2009.06.19
Prj4545               ,97年辛樂克及薔蜜,040,G1,南投縣政府,廣福村東勢閣野溪長瀨段災修復建工程,中寮鄉,464,100,2009.10.02,2009.04.14,2009.06.19
Prj5215               ,97年辛樂克及薔蜜,041,G1,南投縣政府,清水村瀧林巷野溪護岸修復工程,中寮鄉,703,100,2009.10.02,2009.03.26,2009.05.04
Prj5268               ,97年辛樂克及薔蜜,042,G1,南投縣政府,乾溝村8鄰野溪(江美珍)復建工程,國姓鄉,2943.00,100,2009.10.02,2009.04.10,2009.06.17
Prj5269               ,97年辛樂克及薔蜜,043,G1,南投縣政府,北港村8鄰野溪護岸坍方復建,國姓鄉,5001.00,100,2009.10.02,2009.03.26,2009.05.27
Prj4742               ,97年辛樂克及薔蜜,044,G1,南投縣政府,北港村五棚坑野溪(蕭源興宅邊)坍方復建工程,國姓鄉,1066.00,100,2009.10.02,2009.03.26,2009.05.20
Prj4741               ,97年辛樂克及薔蜜,045,G1,南投縣政府,北港五棚坑野溪護岸坍方復建工程,國姓鄉,1199.00,100,2009.10.02,2009.03.26,2009.05.20
Prj5270               ,97年辛樂克及薔蜜,046,G1,南投縣政府,福龜村冷岸坑野溪坍方復建工程,國姓鄉,3174.00,100,2009.10.02,2009.03.26,2009.06.10
Prj4743               ,97年辛樂克及薔蜜,047,G1,南投縣政府,北港村新豐野溪上游(江添財宅邊)護岸坍方修建工程,國姓鄉,1353.00,100,2009.10.02,2009.03.26,2009.05.20
Prj4740               ,97年辛樂克及薔蜜,048,G1,南投縣政府,北港村8鄰野溪(聖母橋上游)淘空復建,國姓鄉,403,100,2009.10.02,2009.03.26,2009.05.20
Prj4739               ,97年辛樂克及薔蜜,049,G1,南投縣政府,北港村11鄰野溪護岸(張文正宅前)坍方復建工程,國姓鄉,192,100,2009.10.02,2009.03.26,2009.05.20
Prj4738               ,97年辛樂克及薔蜜,050,G1,南投縣政府,北港村新豐野溪(梁添丁宅後)護坡復建工程,國姓鄉,275,100,2009.10.02,2009.03.26,2009.05.20
Prj5271               ,97年辛樂克及薔蜜,051,G1,南投縣政府,乾溝村聚緣禪寺後方野坍方復建工程,國姓鄉,2157.00,100,2009.10.02,2009.03.26,2009.05.18
Prj4756               ,97年辛樂克及薔蜜,052,G1,南投縣政府,長豐村10鄰野溪護岸災修復建工程,國姓鄉,562,100,2009.10.02,2009.03.26,2009.05.11
Prj4759               ,97年辛樂克及薔蜜,053,G1,南投縣政府,長豐村永豐橋護岸災修復建工程,國姓鄉,381,100,2009.10.02,2009.03.26,2009.05.11
Prj4755               ,97年辛樂克及薔蜜,054,G1,南投縣政府,長豐村中坑野溪護岸災修復建工程,國姓鄉,178,100,2009.10.02,2009.03.26,2009.05.11
Prj4757               ,97年辛樂克及薔蜜,055,G1,南投縣政府,國姓村竹坑口護岸災修復建工程,國姓鄉,241,100,2009.10.02,2009.03.26,2009.05.11
Prj4758               ,97年辛樂克及薔蜜,056,G1,南投縣政府,長福村金仔坑野溪護岸災修復建工程,國姓鄉,573,100,2009.10.02,2009.03.26,2009.05.11
Prj4761               ,97年辛樂克及薔蜜,057,G1,南投縣政府,長豐村永順橋護岸災修復建工程,國姓鄉,470,100,2009.10.02,2009.03.26,2009.05.11
Prj5272               ,97年辛樂克及薔蜜,058,G1,南投縣政府,北山村種瓜坑溪下游護岸災修復建工程,國姓鄉,2589.00,100,2009.10.02,2009.03.26,2009.05.15
Prj4733               ,97年辛樂克及薔蜜,059,G1,南投縣政府,南港村147線8k下方排水溝災修復建工程,國姓鄉,1424.00,100,2009.10.02,2009.03.26,2009.05.25
Prj5273               ,97年辛樂克及薔蜜,060,G1,南投縣政府,南港村三叉坑野溪護岸災修復建工程,國姓鄉,3220.00,100,2009.10.02,2009.03.26,2009.07.03
Prj5274               ,97年辛樂克及薔蜜,061,G1,南投縣政府,南港村韭菜湖野溪護岸及攔砂壩災修復建工程,國姓鄉,1948.00,100,2009.10.02,2009.03.26,2009.06.04
Prj5275               ,97年辛樂克及薔蜜,062,G1,南投縣政府,南港村舊南港二號橋上下游護岸災修復建工程,國姓鄉,2059.00,100,2009.10.02,2009.03.26,2009.07.09
Prj4734               ,97年辛樂克及薔蜜,063,G1,南投縣政府,北山村種瓜坑溪上游護岸災修復建工程,國姓鄉,1118.00,100,2009.10.02,2009.03.26,2009.05.25
Prj5219               ,97年辛樂克及薔蜜,064,G1,南投縣政府,南港村北山坑溪鹿源橋上下游護岸災修復建工程,國姓鄉,1968.00,100,2009.10.02,2009.03.26,2009.06.18
Prj5220               ,97年辛樂克及薔蜜,065,G1,南投縣政府,南港村南興橋上游護岸災修復建工程,國姓鄉,994,100,2009.10.02,2009.03.26,2009.05.19
Prj5221               ,97年辛樂克及薔蜜,066,G1,南投縣政府,南港村樟湖野溪橋下游護岸災修復建工程,國姓鄉,901,100,2009.10.02,2009.03.26,2009.05.07
Prj5218               ,97年辛樂克及薔蜜,067,G1,南投縣政府,梅竹橋下游野溪護岸坍方復建工程,國姓鄉,906,100,2009.10.02,2009.04.10,2009.05.18
Prj5222               ,97年辛樂克及薔蜜,068,G1,南投縣政府,永隆村茅埔二號橋上游護岸災修復建工程,鹿谷鄉,666,100,2009.10.02,2009.03.26,2009.05.07
Prj5276               ,97年辛樂克及薔蜜,069,G1,南投縣政府,永隆村麒麟潭右側凍頂山下方崩塌復建工程,鹿谷鄉,1197.00,100,2009.10.02,2009.04.10,2009.06.08
Prj5277               ,97年辛樂克及薔蜜,070,G1,南投縣政府,竹林村內山溪護岸災修復建工程,鹿谷鄉,3135.00,100,2009.10.02,2009.03.26,2009.05.04
Prj4521               ,97年辛樂克及薔蜜,071,G1,南投縣政府,竹林村前湖溪國小段護岸災修復建工程,鹿谷鄉,281,100,2009.10.02,2009.03.25,2009.08.28
Prj4524               ,97年辛樂克及薔蜜,072,G1,南投縣政府,秀峰村牛稠埔野溪護岸災修復建工程,鹿谷鄉,266,100,2009.10.02,2009.03.25,2009.07.28
Prj5223               ,97年辛樂克及薔蜜,073,G1,南投縣政府,秀峰村南清水溝溪下游護岸災修復建工程,鹿谷鄉,1114.00,100,2009.10.02,2009.03.26,2009.05.04
Prj4525               ,97年辛樂克及薔蜜,074,G1,南投縣政府,和雅村和雅橋下方護岸災修復建工程,鹿谷鄉,400,100,2009.10.02,2009.04.06,2010.01.29
Prj5278               ,97年辛樂克及薔蜜,075,G1,南投縣政府,和雅村和雅橋上游護岸災修復建工程,鹿谷鄉,2451.00,100,2009.10.02,2009.03.26,2009.05.19
Prj4526               ,97年辛樂克及薔蜜,076,G1,南投縣政府,和雅村崁頭橋上下游護岸災修復建工程,鹿谷鄉,266,100,2009.10.02,2009.04.06,2010.01.29
Prj4522               ,97年辛樂克及薔蜜,077,G1,南投縣政府,和雅村深坑二號橋護岸災修復建工程,鹿谷鄉,557,100,2009.10.02,2009.03.25,2009.08.28
Prj4523               ,97年辛樂克及薔蜜,078,G1,南投縣政府,初鄉村中村巷1.2K處護岸災修復建工程,鹿谷鄉,666,100,2009.10.02,2009.03.25,2009.07.28
Prj4527               ,97年辛樂克及薔蜜,079,G1,南投縣政府,初鄉村初鄉野溪護岸災修復建工程,鹿谷鄉,798,100,2009.10.02,2009.03.25,2009.05.11
Prj4528               ,97年辛樂克及薔蜜,080,G1,南投縣政府,清水村大楠坑野溪護岸災修復建工程,鹿谷鄉,532,100,2009.10.02,2009.03.25,2009.07.28
Prj4529               ,97年辛樂克及薔蜜,081,G1,南投縣政府,清水村茄苳野溪護岸災修復建工程,鹿谷鄉,443,100,2009.10.02,2009.03.25,2009.07.28
Prj4530               ,97年辛樂克及薔蜜,082,G1,南投縣政府,清水村媒人厝坑護岸災修復建工程,鹿谷鄉,170,100,2009.10.02,2009.03.25,2009.07.28
Prj4531               ,97年辛樂克及薔蜜,083,G1,南投縣政府,彰雅村和興巷宅後護坡災修復建工程,鹿谷鄉,355,100,2009.10.02,2009.04.30,2009.07.28
Prj5279               ,97年辛樂克及薔蜜,084,G1,南投縣政府,彰雅村彰雅野溪護岸災修復建工程,鹿谷鄉,1332.00,100,2009.10.02,2009.03.26,2009.06.02
Prj5280               ,97年辛樂克及薔蜜,085,G1,南投縣政府,廣興村財仔溪上游護岸災修復建工程,鹿谷鄉,1790.00,100,2009.10.02,2009.03.26,2009.06.08
Prj4532               ,97年辛樂克及薔蜜,086,G1,南投縣政府,內湖村和平橋上游復建工程,鹿谷鄉,346,100,2009.10.02,2009.04.30,2009.11.15
Prj5281               ,97年辛樂克及薔蜜,087,G1,南投縣政府,內湖村北勢溪護岸災修復建工程,鹿谷鄉,2349.00,100,2009.10.02,2009.03.26,2009.06.30
Prj5224               ,97年辛樂克及薔蜜,088,G1,南投縣政府,內湖村湖底野溪復建工程,鹿谷鄉,756,100,2009.10.02,2009.03.26,2009.06.04
Prj5225               ,97年辛樂克及薔蜜,089,G1,南投縣政府,和雅村長青橋上游護岸災修復建工程,鹿谷鄉,742,100,2009.10.02,2009.03.26,2009.05.01
Prj5226               ,97年辛樂克及薔蜜,090,G1,南投縣政府,鯉魚里（鯉安坑）野溪攔砂壩災修復建工程,竹山鎮,630,100,2009.10.02,2009.03.26,2009.04.27
Prj5282               ,97年辛樂克及薔蜜,091,G1,南投縣政府,田子溪上游堤防復建工程,竹山鎮,1114.00,100,2009.10.02,2009.03.26,2009.05.08
Prj5283               ,97年辛樂克及薔蜜,092,G1,南投縣政府,田子里乾坑溪上游護岸復建工程,竹山鎮,1332.00,100,2009.10.02,2009.03.26,2009.05.15
Prj4409               ,97年辛樂克及薔蜜,093,G1,南投縣政府,田子里暗坑溪護岸復建工程,竹山鎮,568,100,2009.10.02,2009.03.24,2009.05.15
Prj4410               ,97年辛樂克及薔蜜,094,G1,南投縣政府,福興里大灣坑攔砂壩災修復建工程,竹山鎮,278,100,2009.10.02,2009.03.24,2009.05.20
Prj5284               ,97年辛樂克及薔蜜,095,G1,南投縣政府,鯉魚里客人坑野溪災修復建工程,竹山鎮,1698.00,100,2009.10.02,2009.03.26,2009.05.07
Prj4405               ,97年辛樂克及薔蜜,096,G1,南投縣政府,鯉魚里赤蘭坑野溪災修復建工程,竹山鎮,1062.00,100,2009.10.02,2009.03.20,2009.06.01
Prj4404               ,97年辛樂克及薔蜜,097,G1,南投縣政府,桶頭里割菜園一號橋下游護岸基礎災修復建工程,竹山鎮,533,100,2009.10.02,2009.03.20,2009.04.20
Prj5285               ,97年辛樂克及薔蜜,098,G1,南投縣政府,坪頂里吊崙坑（瑞龍段）野溪災修復建工程,竹山鎮,2415.00,100,2009.10.02,2009.03.26,2009.05.27
Prj4406               ,97年辛樂克及薔蜜,099,G1,南投縣政府,瑞竹里芊蓁崙坑復建工程,竹山鎮,120,100,2009.10.02,2009.03.20,2009.04.16
Prj4392               ,97年辛樂克及薔蜜,100,G1,南投縣政府,雙冬里合興野溪2k+300野溪護岸崩塌修復工程,草屯鎮,435,100,2009.10.02,2009.03.24,2009.04.15
Prj4393               ,97年辛樂克及薔蜜,101,G1,南投縣政府,雙冬里食水橋上游野溪野溪災害修復工程,草屯鎮,253,100,2009.10.02,2009.03.24,2009.04.29
Prj5286               ,97年辛樂克及薔蜜,102,G1,南投縣政府,雙冬里雙林野溪11號橋上游護岸崩塌修復工程,草屯鎮,1446.00,100,2009.10.02,2009.03.26,2009.04.20
Prj4394               ,97年辛樂克及薔蜜,103,G1,南投縣政府,雙冬里雙林野溪樹林橋下游護岸災害修復工程,草屯鎮,112,100,2009.10.02,2009.03.24,2009.04.24
Prj4395               ,97年辛樂克及薔蜜,104,G1,南投縣政府,雙冬里雙林野溪1k+600左側護岸災害修復工程,草屯鎮,186,100,2009.10.02,2009.03.24,2009.04.24
Prj5227               ,97年辛樂克及薔蜜,105,G1,南投縣政府,雙冬里合興右支野溪護岸崩塌修復工程,草屯鎮,576,100,2009.10.02,2009.03.26,2009.04.30
Prj4396               ,97年辛樂克及薔蜜,106,G1,南投縣政府,雙冬里烏土堀野溪野溪災害修復工程,草屯鎮,256,100,2009.10.02,2009.03.24,2009.04.28
Prj4397               ,97年辛樂克及薔蜜,107,G1,南投縣政府,雙冬里雙福野溪野溪下游災害修復工程,草屯鎮,169,100,2009.10.02,2009.03.25,2009.04.21
Prj4398               ,97年辛樂克及薔蜜,108,G1,南投縣政府,坪頂里牛角坑橋下游右側護岸災修工程,草屯鎮,443,100,2009.10.02,2009.03.26,2009.04.23
Prj4399               ,97年辛樂克及薔蜜,109,G1,南投縣政府,坪頂里大坑橋下游右側護岸及固床工災修工程,草屯鎮,388,100,2009.10.02,2009.03.26,2009.05.06
Prj4400               ,97年辛樂克及薔蜜,110,G1,南投縣政府,坪頂里大坑二號橋下游二側護岸災修工程,草屯鎮,359,100,2009.10.02,2009.03.26,2009.04.23
Prj5228               ,97年辛樂克及薔蜜,111,G1,南投縣政府,坪頂里崎頂橋上游左側護岸及固床工災修工程,草屯鎮,621,100,2009.10.02,2009.03.26,2009.04.20
Prj4401               ,97年辛樂克及薔蜜,112,G1,南投縣政府,富寮里匏仔寮段440地號護坡崩塌災修工程,草屯鎮,371,100,2009.10.02,2009.03.26,2009.04.24
Prj5229               ,97年辛樂克及薔蜜,113,G1,南投縣政府,雙冬里內梗寮坑野溪復建工程,草屯鎮,479,100,2009.10.02,2009.03.26,2009.04.20
Prj4402               ,97年辛樂克及薔蜜,114,G1,南投縣政府,南埔里野溪護岸修復工程,草屯鎮,333,100,2009.10.02,2009.03.24,2009.04.20
Prj5291               ,97年辛樂克及薔蜜,115,G1,南投縣政府,上安村頂安路野溪災修工程,水里鄉,1320.00,100,2009.10.02,2009.04.29,2009.06.15
Prj5292               ,97年辛樂克及薔蜜,116,G1,南投縣政府,民和村松柏野溪護岸災修工程,水里鄉,2654.00,100,2009.10.02,2009.04.15,2009.06.04
Prj5257               ,97年辛樂克及薔蜜,117,G1,南投縣政府,玉峰村帽仔墩野溪災修工程,水里鄉,241,100,2009.10.02,2009.04.29,2009.05.27
Prj5293               ,97年辛樂克及薔蜜,118,G1,南投縣政府,新山村活動中心後方崩塌災修工程,水里鄉,2587.00,100,2009.10.02,2009.03.26,2009.05.04
Prj5317               ,97年辛樂克及薔蜜,119,G1,南投縣政府,新山村壽山坑崩塌災修工程,水里鄉,482,100,2009.10.02,2009.05.01,2009.06.02
Prj5240               ,97年辛樂克及薔蜜,120,G1,南投縣政府,新城村內東坑溪及支流復建工程,水里鄉,561,100,2009.10.02,2009.03.26,2009.05.09
Prj5241               ,97年辛樂克及薔蜜,121,G1,南投縣政府,新興村13鄰野溪護岸災修工程,水里鄉,666,100,2009.10.02,2009.03.26,2009.05.05
Prj5311               ,97年辛樂克及薔蜜,122,G1,南投縣政府,水里村13鄰野溪復建工程,水里鄉,357,100,2009.10.02,2009.05.27,2009.07.09
Prj5242               ,97年辛樂克及薔蜜,123,G1,南投縣政府,水里村七鄰野溪復建工程,水里鄉,663,100,2009.10.02,2009.04.10,2009.05.21
Prj5256               ,97年辛樂克及薔蜜,124,G1,南投縣政府,玉峰村知高坑野溪復建工程,水里鄉,346,100,2009.10.02,2009.04.29,2009.05.27
Prj5312               ,97年辛樂克及薔蜜,125,G1,南投縣政府,車埕村明潭巷野溪災修復建工程,水里鄉,400,100,2009.10.02,2009.05.27,2009.07.09
Prj5316               ,97年辛樂克及薔蜜,126,G1,南投縣政府,郡坑村樟木野溪復建工程,水里鄉,443,100,2009.10.02,2009.05.01,2009.06.02
Prj5310               ,97年辛樂克及薔蜜,127,G1,南投縣政府,新城村普濟橋野溪復建工程,水里鄉,336,100,2009.10.02,2009.05.27,2009.07.09
Prj5243               ,97年辛樂克及薔蜜,128,G1,南投縣政府,新興村建安宮旁野溪災修工程,水里鄉,933,100,2009.10.02,2009.03.26,2009.05.15
Prj4763               ,97年辛樂克及薔蜜,129,G1,南投縣政府,神木村隆華國小下方擋土牆薔蜜風災復建工程,信義鄉,1136.00,100,2009.10.02,2009.03.25,2009.05.22
Prj5294               ,97年辛樂克及薔蜜,130,G1,南投縣政府,五城村一鄰村長厝前野溪災修復建工程,魚池鄉,2040.00,100,2009.10.02,2009.03.26,2009.05.01
Prj4637               ,97年辛樂克及薔蜜,131,G1,南投縣政府,五城村一鄰野溪災修復建工程,魚池鄉,533,100,2009.10.02,2009.03.26,2009.06.28
Prj5244               ,97年辛樂克及薔蜜,132,G1,南投縣政府,五城村大潭岩橋下游野溪災修復建工程,魚池鄉,742,100,2009.10.02,2009.03.26,2009.05.01
Prj4640               ,97年辛樂克及薔蜜,133,G1,南投縣政府,五城村清水公園野溪災修復建工程,魚池鄉,504,100,2009.10.02,2009.03.26,2009.06.28
Prj4636               ,97年辛樂克及薔蜜,134,G1,南投縣政府,五城村投131線18k+500野溪災修復建工程,魚池鄉,466,100,2009.10.02,2009.03.26,2009.06.28
Prj4642               ,97年辛樂克及薔蜜,135,G1,南投縣政府,五城村蓮華池溪災修復建工程(一),魚池鄉,893,100,2009.10.02,2009.03.26,2009.06.28
Prj4643               ,97年辛樂克及薔蜜,136,G1,南投縣政府,五城村9鄰橋樑災修復建工程,魚池鄉,437,100,2009.10.02,2009.03.26,2009.06.28
Prj4639               ,97年辛樂克及薔蜜,137,G1,南投縣政府,五城村蓮華池溪災修復建工程(二),魚池鄉,829,100,2009.10.02,2009.03.26,2009.06.28
Prj4641               ,97年辛樂克及薔蜜,138,G1,南投縣政府,五城村蓮華池溪災修復建工程(四),魚池鄉,368,100,2009.10.02,2009.03.26,2009.06.28
Prj4638               ,97年辛樂克及薔蜜,139,G1,南投縣政府,五城村投131線20k野溪災修復建工程,魚池鄉,112,100,2009.10.02,2009.03.26,2009.06.28
Prj5295               ,97年辛樂克及薔蜜,140,G1,南投縣政府,新城村和聖養雞場旁野溪災修復建工程,魚池鄉,2966.00,100,2009.10.02,2009.03.26,2009.06.10
Prj4648               ,97年辛樂克及薔蜜,141,G1,南投縣政府,大林村司馬鞍野溪災修復建工程,魚池鄉,547,100,2009.10.02,2009.03.26,2009.06.28
Prj4647               ,97年辛樂克及薔蜜,142,G1,南投縣政府,五城村蓮華池溪災修復建工程(五),魚池鄉,1357.00,100,2009.10.02,2009.03.26,2009.06.28
Prj5296               ,97年辛樂克及薔蜜,143,G1,南投縣政府,五城村9鄰野溪災修復建工程,魚池鄉,1862.00,100,2009.10.02,2009.03.26,2009.05.15
Prj4645               ,97年辛樂克及薔蜜,144,G1,南投縣政府,五城村蛟龍溪災修復建工程,魚池鄉,330,100,2009.10.02,2009.03.26,2009.06.28
Prj4646               ,97年辛樂克及薔蜜,145,G1,南投縣政府,五城村蛟龍溪支線災修復建工程,魚池鄉,591,100,2009.10.02,2009.03.26,2009.06.28
Prj5314               ,97年辛樂克及薔蜜,146,G1,南投縣政府,東池村魚池溪中段擋土牆掏空及擋土牆復建工程,魚池鄉,1605.00,100,2009.10.02,2009.03.26,2009.05.04
Prj4649               ,97年辛樂克及薔蜜,147,G1,南投縣政府,東池村魚池溪護岸復建工程,魚池鄉,371,100,2009.10.02,2009.03.26,2009.06.28
Prj4650               ,97年辛樂克及薔蜜,148,G1,南投縣政府,頭社村益則坑溪護岸修復工程,魚池鄉,658,100,2009.10.02,2009.03.26,2009.06.28
